INDEX (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
1197,585,861.5,0,16.470589,34.901962,89,-0.78125,-0.78125,29,63.92157,50.196079,16.078432,31.764706,18.431372,0,100,0,58,-9,509.599976,375.600006,13.535,0,0,8553,0,255
1198,587,861.5,0,16.470589,34.901962,89,-0.78125,-0.78125,29,63.92157,50.196079,16.078432,31.764706,18.431372,0,100,0,58,-9,509.599976,375.600006,13.535,0,0,8553,0,255
1199,587,861.5,0,16.470589,34.901962,89,-0.78125,-0.78125,29,63.92157,47.843136,16.078432,31.764706,16.470589,0,100,0,58,-9,508.900024,374.299988,13.574,0,0,8553,0,255
1200,587,861.5,0,16.470589,25.882353,89,-0.78125,-4.6875,29,63.92157,47.843136,16.078432,31.764706,16.470589,0,100,0,58,-9,508.900024,374.299988,13.574,0,0,8553,0,255
1201,588,767,0,16.470589,25.882353,89,-0.78125,-4.6875,26,63.92157,47.843136,16.078432,31.764706,16.470589,0,100,0,58,3,508.900024,374.299988,13.574,0,0,8553,0,255
1202,588,767,0,16.470589,25.882353,89,-0.78125,-4.6875,26,63.92157,47.843136,16.078432,31.764706,16.470589,0,100,0,58,3,507.599976,373.700012,13.574,0,0,8553,0,255
1203,588,767,0,16.470589,25.882353,89,-0.78125,-4.6875,26,63.92157,47.843136,16.078432,31.764706,16.078432,0,100,0,58,3,507.599976,373.700012,13.574,0,0,8553,0,255
1204,588,735.75,0,16.078432,25.490196,89,-0.78125,-3.125,25,63.92157,47.843136,16.078432,31.764706,16.078432,0,100,0,58,5,507.599976,373.700012,13.574,0,0,8553,0,255
1205,590,735.75,0,16.078432,25.490196,89,-0.78125,-3.125,25,63.92157,47.843136,16.078432,31.764706,16.078432,0,100,0,58,5,507.599976,373.700012,13.574,0,0,8553,0,255
1206,590,735.75,0,16.078432,25.490196,89,-0.78125,-3.125,25,63.92157,47.450981,16.078432,31.764706,16.078432,0,100,0,58,5,506.099976,372.299988,13.574,0,0,8553,0,255
1207,590,735.75,0,16.078432,25.490196,89,-0.78125,-3.125,25,63.92157,47.450981,16.078432,31.764706,16.078432,0,100,0,58,5,506.099976,372.299988,13.574,0,0,8553,0,255
1208,590,692.75,0,16.078432,25.882353,89,-0.78125,-6.25,25,63.92157,47.450981,16.078432,31.764706,16.078432,0,100,0,58,6,506.099976,372.299988,13.574,0,0,8553,0,255
1209,592,692.75,0,16.078432,25.882353,89,-0.78125,-6.25,25,63.92157,47.450981,16.078432,31.764706,16.078432,0,100,0,58,6,506.099976,372.299988,13.574,0,0,8553,0,255
1210,592,692.75,0,16.078432,25.882353,89,-0.78125,-6.25,25,63.92157,47.450981,16.078432,31.764706,16.078432,0,100,0,58,6,504.599976,371,13.574,0,0,8553,0,255
1211,592,692.75,0,16.078432,27.058823,89,-0.78125,-6.25,25,63.92157,47.450981,16.078432,31.764706,16.078432,0,100,0,58,6,504.599976,371,13.574,0,0,8553,0,255
1212,594,682,0,16.078432,27.058823,89,-0.78125,-6.25,27,63.92157,47.450981,16.078432,31.764706,16.078432,0,100,0,59,3,504.599976,371,13.574,0,0,8553,0,255
1213,594,682,0,16.078432,27.058823,89,-0.78125,-6.25,27,64.313728,47.450981,16.078432,31.764706,16.078432,0,100,0,59,3,503.900024,369.700012,13.574,0,0,8553,0,255
1214,594,682,0,16.078432,27.058823,89,-0.78125,-6.25,27,64.313728,47.843136,16.078432,31.764706,16.078432,0,100,0,59,3,503.900024,369.700012,13.574,0,0,8553,0,255
1215,594,721.75,0,18.82353,39.607841,89,-0.78125,-3.125,42,64.313728,47.843136,16.078432,31.764706,16.078432,0,100,0,59,-6,503.900024,369.700012,13.574,0,0,8553,0,255
1216,596,721.75,0,18.82353,39.607841,89,-0.78125,-3.125,42,64.313728,47.843136,16.078432,31.764706,16.078432,0,100,0,59,-6,503.900024,369.700012,13.574,0,0,8553,0,255
1217,596,721.75,0,18.82353,39.607841,89,-0.78125,-3.125,42,64.313728,50.980392,16.078432,32.549019,16.078432,0,100,0,59,-6,502.400024,369.100006,13.535,0,0,8553,0,255
1218,596,721.75,0,18.82353,39.607841,89,-0.78125,-3.125,42,64.313728,50.980392,16.078432,32.549019,19.607843,0,100,0,59,-6,502.400024,369.100006,13.535,0,0,8553,0,255
1219,596,1214.75,0,18.82353,40.392159,89,-1.5625,-6.25,60,64.313728,50.980392,16.078432,32.549019,19.607843,0,100,0,58,11,502.400024,369.100006,13.535,0,0,8553,0,255
1220,597,1214.75,0,18.82353,40.392159,89,-1.5625,-6.25,60,63.92157,50.980392,16.078432,32.549019,19.607843,0,100,0,58,11,502.400024,369.100006,13.535,0,0,8553,0,255
1221,597,1214.75,0,18.82353,40.392159,89,-1.5625,-6.25,60,63.92157,52.156864,16.078432,31.764706,19.215687,0,100,0.784314,58,11,501.299988,367.899994,13.437,0,0,8554,0,255
1222,597,1214.75,0,18.82353,53.725491,89,-0.78125,-1.5625,60,63.92157,52.156864,16.078432,31.764706,19.215687,0,100,0.784314,58,11,501.299988,367.899994,13.437,0,0,8554,0,255
1223,599,727.25,4,22.745098,53.725491,89,-0.78125,-1.5625,55,63.92157,52.156864,16.078432,31.764706,19.215687,0,100,0.784314,58,2,501.299988,367.899994,13.437,0,0,8554,0,255
1224,599,727.25,4,22.745098,53.725491,89,-0.78125,-1.5625,55,62.35294,52.156864,16.078432,31.764706,19.215687,0,100,0.784314,58,2,501.200012,367.200012,13.437,0,0,8554,0,255
1225,599,727.25,4,22.745098,53.725491,89,-0.78125,-1.5625,55,62.35294,57.64706,26.274509,41.960785,23.921568,0,100,5.098039,58,2,501.200012,367.200012,13.554,0,0,8554,0,255
1226,599,1464.75,11,18.82353,25.882353,88,-0.78125,0,26,62.35294,57.64706,26.274509,41.960785,23.921568,0,100,5.098039,58,15,501.200012,367.200012,13.554,0,0,8554,0,255
1227,601,1464.75,11,18.82353,25.882353,88,-0.78125,0,26,62.35294,57.64706,26.274509,41.960785,23.921568,0,100,5.098039,58,15,501.200012,367.200012,13.554,0,0,8554,0,255
1228,601,1464.75,11,18.82353,25.882353,88,-0.78125,0,26,59.607841,62.745098,31.372549,47.450981,23.921568,0,100,9.019608,58,15,502.400024,367.299988,13.515,0,0,8554,0,255
1229,601,1464.75,11,18.82353,25.882353,88,-0.78125,0,26,59.607841,62.745098,31.372549,47.450981,28.235294,0,100,9.019608,58,15,502.400024,367.299988,13.515,0,0,8554,0,255
1230,601,1457.75,18,29.019608,88.627449,89,-5.46875,-7.03125,88,59.607841,62.745098,31.372549,47.450981,28.235294,0,100,9.019608,57,2,502.400024,367.299988,13.515,0,0,8554,0,255
1231,603,1457.75,18,29.019608,88.627449,89,-5.46875,-7.03125,88,63.137257,62.745098,31.372549,47.450981,28.235294,0,100,9.019608,57,2,502.400024,367.299988,13.515,0,0,8554,0,255
1232,603,1457.75,18,29.019608,88.627449,89,-5.46875,-7.03125,88,63.137257,50.980392,16.078432,31.764706,18.82353,0,100,1.176471,57,2,504.5,368.299988,13.554,0,0,8554,0,255
1233,603,1457.75,18,29.019608,26.274509,88,0.78125,2.34375,88,63.137257,50.980392,16.078432,31.764706,18.82353,0,100,1.176471,57,2,504.5,368.299988,13.554,0,0,8554,0,255
1234,605,1182.75,25,32.156864,26.274509,88,0.78125,2.34375,46,63.137257,50.980392,16.078432,31.764706,18.82353,0,100,1.176471,56,17,504.5,368.299988,13.554,0,0,8554,0,255
1235,605,1182.75,25,32.156864,26.274509,88,0.78125,2.34375,46,61.176472,50.980392,16.078432,31.764706,18.82353,0,102,1.176471,56,17,509.599976,371,13.554,0,0,8554,0,255
1236,605,1182.75,25,32.156864,26.274509,88,0.78125,2.34375,46,61.176472,67.058823,31.764706,47.843136,31.372549,0,102,13.333333,56,17,509.599976,371,13.554,0,0,8554,0,255
1237,605,1574,30,32.156864,87.450981,88,-5.46875,0,88,61.176472,67.058823,31.764706,47.843136,31.372549,0,102,13.333333,56,3,509.599976,371,13.554,0,0,8554,0,255
1238,607,1574,30,29.803921,87.450981,88,-5.46875,0,88,61.176472,67.058823,31.764706,47.843136,31.372549,0,102,13.333333,56,3,509.599976,371,13.554,0,0,8554,0,255
1239,607,1574,30,29.803921,87.450981,88,-5.46875,0,88,61.176472,61.568626,27.843138,47.843136,31.372549,0,102,8.235294,56,3,518.099976,376.299988,13.554,0,0,8554,0,255
1240,607,1574,30,29.803921,87.450981,88,-5.46875,0,88,61.176472,61.568626,27.843138,43.92157,27.058823,0,102,8.235294,56,3,518.099976,376.299988,13.554,0,0,8554,0,255
1241,607,1903,37,26.274509,69.411766,88,-5.46875,1.5625,71,61.176472,61.568626,27.843138,43.92157,27.058823,0,102,8.235294,56,14,518.099976,376.299988,13.554,0,0,8554,0,255
1242,608,1903,37,26.274509,69.411766,88,-5.46875,1.5625,71,62.745098,61.568626,27.843138,43.92157,27.058823,0,102,8.235294,56,14,518.099976,376.299988,13.554,0,0,8554,0,255
1243,608,1903,37,26.274509,69.411766,88,-5.46875,1.5625,71,62.745098,58.039215,25.09804,41.176472,24.313726,0,102,5.098039,56,14,528.400024,383.399994,13.554,0,0,8554,0,255
1244,608,1903,37,26.274509,51.764706,88,-5.46875,0,71,62.745098,58.039215,25.09804,41.176472,24.313726,0,102,5.098039,56,14,528.400024,383.399994,13.554,0,0,8554,0,255
1245,610,2080.25,42,24.313726,51.764706,88,-1.5625,0,54,62.745098,58.039215,25.09804,41.176472,24.313726,0,102,5.098039,56,22,528.400024,383.399994,13.554,0,0,8554,0,255
1246,610,2080.25,42,24.313726,51.764706,88,-1.5625,0,54,69.019608,58.039215,25.09804,41.176472,24.313726,0,102,5.098039,56,22,533.599976,387.100006,13.554,0,0,8554,0,255
1247,610,2080.25,42,24.313726,51.764706,88,-1.5625,0,54,69.019608,58.039215,24.313726,40.392159,23.529411,0,102,5.098039,56,22,533.599976,387.100006,13.554,0,0,8554,0,255
1248,610,2165.5,44,24.313726,40.392159,88,-2.34375,-1.5625,43,69.019608,58.039215,24.313726,40.392159,23.529411,0,102,5.098039,56,26,533.599976,387.100006,13.554,0,0,8554,0,255
1249,612,2165.5,44,23.137255,40.392159,88,-2.34375,-1.5625,43,69.019608,58.039215,24.313726,40.392159,23.529411,0,102,5.098039,56,26,533.599976,387.100006,13.554,0,0,8554,0,255
1250,612,2165.5,44,23.137255,40.392159,88,-2.34375,-1.5625,43,68.235291,55.294117,23.137255,40.392159,23.529411,0,102,3.921569,56,26,543.299988,394.799988,13.593,0,0,8554,0,255
1251,612,2165.5,44,23.137255,40.392159,88,-2.34375,-1.5625,43,68.235291,55.294117,23.137255,39.215687,22.745098,0,102,3.921569,56,26,543.299988,394.799988,13.593,0,0,8554,0,255
1252,612,2148.25,45,20.392157,18.431372,88,-0.78125,-6.25,20,68.235291,55.294117,23.137255,39.215687,22.745098,0,102,3.921569,56,15,543.299988,394.799988,13.593,0,0,8554,0,255
1253,614,2148.25,45,20.392157,18.431372,88,-0.78125,-6.25,20,63.92157,55.294117,23.137255,39.215687,22.745098,0,102,3.921569,56,15,543.299988,394.799988,13.593,0,0,8554,0,255
1254,614,2148.25,45,20.392157,18.431372,88,-0.78125,-6.25,20,63.92157,52.549019,20.392157,36.470589,20,0,102,1.176471,56,15,550.799988,401.299988,13.652,0,0,8554,0,255
1255,614,2148.25,45,20.392157,23.529411,87,-0.78125,-6.25,20,63.92157,52.549019,20.392157,36.470589,20,0,102,1.176471,56,15,550.799988,401.299988,13.652,0,0,8554,0,255
1256,616,2101.5,45,20,23.529411,87,2.34375,-5.46875,25,63.92157,52.549019,20.392157,36.470589,20,0,102,1.176471,56,28,550.799988,401.299988,13.652,0,0,8554,0,255
1257,616,2101.5,45,20,23.529411,87,2.34375,-5.46875,25,65.490196,52.549019,20.392157,36.470589,20,0,102,1.176471,56,28,555.700012,406.5,13.652,0,0,8554,0,255
1258,616,2101.5,45,20,23.529411,87,2.34375,-5.46875,25,65.490196,52.549019,20.392157,36.07843,20,0,102,1.176471,56,28,555.700012,406.5,13.652,0,0,8554,0,255
1259,616,2028.75,44,20,23.529411,87,2.34375,1.5625,25,65.490196,52.549019,20.392157,36.07843,20,0,102,1.176471,56,27,555.700012,406.5,13.652,0,0,8554,0,255
1260,617,2028.75,44,20,23.529411,87,2.34375,1.5625,25,65.490196,52.549019,20.392157,36.07843,20,0,102,1.176471,56,27,555.700012,406.5,13.652,0,0,8554,0,255
1261,617,2028.75,44,20,23.529411,87,2.34375,1.5625,25,72.549019,52.941177,20.392157,36.07843,20,0,102,1.568627,56,27,557.5,408.600006,13.652,0,0,8554,0,255
1262,617,2028.75,44,20,23.529411,87,2.34375,1.5625,25,72.549019,52.941177,20.784313,36.862743,20.392157,0,102,1.568627,56,27,557.5,408.600006,13.652,0,0,8554,0,255
1263,617,2032,44,20.392157,25.490196,86,2.34375,0,27,72.549019,52.941177,20.784313,36.862743,20.392157,0,102,1.568627,57,28,557.5,408.600006,13.652,0,0,8554,0,255
1264,619,2032,44,20.392157,25.490196,86,2.34375,0,27,63.92157,52.941177,20.784313,36.862743,20.392157,0,102,1.568627,57,28,557.5,408.600006,13.652,0,0,8554,0,255
1265,619,2032,44,20.392157,25.490196,86,2.34375,0,27,63.92157,52.156864,20,36.07843,19.607843,0,102,0.784314,57,28,560,412.100006,13.652,0,0,8554,0,255
1266,619,2032,44,20.392157,21.960785,86,2.34375,0,27,63.92157,52.156864,20,36.07843,19.607843,0,102,0.784314,57,28,560,412.100006,13.652,0,0,8554,0,255
1267,621,2036.5,43,20,21.960785,86,2.34375,2.34375,23,63.92157,52.156864,20,36.07843,19.607843,0,102,0.784314,57,27,560,412.100006,13.652,0,0,8554,0,255
1268,621,2036.5,43,20,21.960785,86,2.34375,2.34375,23,67.450981,52.156864,20,36.07843,19.607843,0,102,0.784314,57,27,561.400024,414.799988,13.652,0,0,8554,0,255
1269,621,2036.5,43,20,21.960785,86,2.34375,2.34375,23,67.450981,53.725491,21.960785,38.039215,21.17647,0,102,2.352941,57,27,561.400024,414.799988,13.652,0,0,8554,0,255
1270,621,2071,43,20,30.588236,86,0.78125,0.78125,33,67.450981,53.725491,21.960785,38.039215,21.17647,0,102,2.352941,57,29,561.400024,414.799988,13.652,0,0,8554,0,255
1271,623,2071,43,21.17647,30.588236,86,0.78125,0.78125,33,67.450981,53.725491,21.960785,38.039215,21.17647,0,102,2.352941,57,29,561.400024,414.799988,13.652,0,0,8554,0,255
1272,623,2071,43,21.17647,30.588236,86,0.78125,0.78125,33,70.980392,54.901962,21.960785,38.039215,21.17647,0,102,3.137255,57,29,562.599976,417,13.574,0,0,8554,0,255
1273,623,2071,43,21.17647,30.588236,86,0.78125,0.78125,33,70.980392,54.901962,22.352942,38.431374,21.960785,0,102,3.137255,57,29,562.599976,417,13.574,0,0,8554,0,255
1274,623,2123.25,45,22.745098,37.64706,86,-1.5625,0,40,70.980392,54.901962,22.352942,38.431374,21.960785,0,102,3.137255,56,27,562.599976,417,13.574,0,0,8554,0,255
1275,625,2123.25,45,22.745098,37.64706,86,-1.5625,0,40,70.980392,54.901962,22.352942,38.431374,21.960785,0,102,3.137255,56,27,562.599976,417,13.574,0,0,8554,0,255
1276,625,2123.25,45,22.745098,37.64706,86,-1.5625,0,40,70.980392,55.686275,23.137255,38.823528,22.352942,0,102,3.921569,56,27,563.299988,418.100006,13.613,0,0,8554,0,255
1277,625,2123.25,45,22.745098,35.686275,86,-1.5625,0,40,70.980392,55.686275,23.137255,38.823528,22.352942,0,102,3.921569,56,27,563.299988,418.100006,13.613,0,0,8554,0,255
1278,626,2173.25,46,22.352942,35.686275,86,-0.78125,0.78125,36,70.980392,55.686275,23.137255,38.823528,22.352942,0,102,3.921569,56,28,563.299988,418.100006,13.613,0,0,8554,0,255
1279,626,2173.25,46,22.352942,35.686275,86,-0.78125,0.78125,36,67.058823,55.686275,23.137255,38.823528,22.352942,0,102,3.921569,56,28,565.099976,418.100006,13.613,0,0,8554,0,255
1280,626,2173.25,46,22.352942,35.686275,86,-0.78125,0.78125,36,67.058823,55.294117,22.745098,38.431374,21.960785,0,102,3.137255,56,28,565.099976,420.5,13.593,0,0,8554,0,255
1281,626,2183.5,46,22.352942,18.039215,86,-0.78125,-2.34375,19,67.058823,55.294117,22.745098,38.431374,21.960785,0,102,3.137255,56,28,565.099976,420.5,13.593,0,0,8554,0,255
1282,628,2183.5,46,20.392157,18.039215,86,-0.78125,-2.34375,19,67.058823,55.294117,22.745098,38.431374,21.960785,0,102,3.137255,56,15,565.099976,420.5,13.593,0,0,8554,0,255
1283,628,2183.5,46,20.392157,18.039215,86,-0.78125,-2.34375,19,66.666664,55.294117,22.745098,38.431374,21.960785,0,102,3.137255,56,15,566.799988,422.600006,13.593,0,0,8554,0,255
1284,628,2183.5,46,20.392157,18.039215,86,-0.78125,-2.34375,19,66.666664,55.294117,22.352942,38.431374,21.960785,0,102,3.137255,56,15,566.799988,422.600006,13.593,0,0,8554,0,255
1285,628,2195.25,45,18.82353,23.137255,86,-0.78125,0.78125,20,66.666664,55.294117,22.352942,38.431374,21.960785,0,102,3.137255,56,20,566.799988,422.600006,13.593,0,0,8554,0,255
1286,630,2195.25,45,18.82353,23.137255,86,-0.78125,0.78125,20,67.450981,55.294117,22.352942,38.431374,21.960785,0,102,3.137255,56,20,566.799988,422.600006,13.593,0,0,8554,0,255
1287,630,2195.25,45,18.82353,23.137255,86,-0.78125,0.78125,20,67.450981,50.980392,16.078432,31.764706,18.82353,0,102,0,56,20,568,424.399994,13.613,0,0,8554,0,255
1288,630,2195.25,45,18.82353,23.137255,86,-0.78125,0.78125,20,67.450981,50.980392,16.078432,31.764706,18.82353,0,102,0,56,20,568,424.399994,13.613,0,0,8554,0,255
1289,632,2017,44,20.392157,22.352942,86,2.34375,-3.125,25,67.450981,50.980392,16.078432,31.764706,18.82353,0,102,0,56,24,568,424.399994,13.613,0,0,8554,0,255
1290,632,2017,44,20.392157,22.352942,86,2.34375,-3.125,25,69.411766,50.980392,16.078432,31.764706,18.82353,0,102,0,56,24,568.299988,424.399994,13.613,0,0,8554,0,255
1291,632,2017,44,20.392157,22.352942,86,2.34375,-3.125,25,69.411766,55.294117,22.745098,38.823528,22.352942,0,102,3.137255,56,24,568.299988,425,13.593,0,0,8554,0,255
1292,632,2025.75,44,20.392157,36.470589,86,-1.5625,-3.90625,38,69.411766,55.294117,22.745098,38.823528,22.352942,0,102,3.137255,56,24,568.299988,425,13.593,0,0,8554,0,255
1293,634,2025.75,44,21.960785,36.470589,86,-1.5625,-3.90625,38,69.411766,55.294117,22.745098,38.823528,22.352942,0,102,3.137255,56,27,568.299988,425,13.593,0,0,8554,0,255
1294,634,2025.75,44,21.960785,36.470589,86,-1.5625,-3.90625,38,61.960785,55.294117,22.745098,38.823528,22.352942,0,102,3.529412,56,27,569.200012,426.399994,13.593,0,0,8554,0,255
1295,634,2025.75,44,21.960785,36.470589,86,-1.5625,-3.90625,38,61.960785,55.686275,23.529411,39.215687,22.745098,0,102,3.529412,56,27,569.200012,426.399994,13.593,0,0,8554,0,255
1296,634,2046.75,42,22.745098,42.745098,86,-2.34375,-4.6875,44,61.960785,55.686275,23.529411,39.215687,22.745098,0,102,3.529412,56,25,569.200012,426.399994,13.593,0,0,8554,0,255
1297,635,2046.75,42,22.745098,42.745098,86,-2.34375,-4.6875,44,70.980392,55.686275,23.529411,39.215687,22.745098,0,102,3.529412,56,25,569.200012,426.399994,13.593,0,0,8554,0,255
1298,635,2046.75,42,22.745098,42.745098,86,-2.34375,-4.6875,44,70.980392,50.980392,16.078432,31.764706,18.82353,0,102,0,56,25,570.599976,428,13.613,0,0,8554,0,255
1299,635,2046.75,42,22.745098,42.745098,86,-2.34375,-4.6875,44,70.980392,50.980392,16.078432,31.764706,18.82353,0,102,0,56,25,570.599976,428,13.613,0,0,8554,0,255
1300,637,1921.75,42,19.607843,25.490196,86,2.34375,-3.125,28,70.980392,50.980392,16.078432,31.764706,18.82353,0,102,0,56,28,570.599976,428,13.613,0,0,8554,0,255
1301,637,1921.75,42,19.607843,25.490196,86,2.34375,-3.125,28,72.15686,50.980392,16.078432,31.764706,18.82353,0,102,0,56,28,571.200012,428,13.613,0,0,8554,0,255
1302,637,1921.75,42,19.607843,25.490196,86,2.34375,-3.125,28,72.15686,50.196079,16.078432,31.764706,18.039215,0,102,0,56,28,571.200012,429,13.652,0,0,8554,0,255
1303,637,1921.75,42,19.607843,20,86,2.34375,0,23,72.15686,50.196079,16.078432,31.764706,18.039215,0,102,0,56,28,571.200012,429,13.652,0,0,8554,0,255
1304,639,1776.5,39,18.82353,20,86,2.34375,0,23,72.15686,50.196079,16.078432,31.764706,18.039215,0,102,0,56,10,571.200012,429,13.652,0,0,8554,0,255
1305,639,1776.5,39,18.82353,20,86,2.34375,0,23,71.764709,50.196079,16.078432,31.764706,18.039215,0,102,0,56,10,571.200012,429.299988,13.71,0,0,8554,0,255
1306,639,1776.5,39,18.82353,20,86,2.34375,0,23,71.764709,50.980392,21.17647,36.862743,20,0,102,0,56,10,571.200012,429.299988,13.71,0,0,8554,0,255
1307,639,1672.5,36,20,26.666666,86,2.34375,2.34375,28,71.764709,50.980392,21.17647,36.862743,20,0,102,0,56,26,571.200012,429.299988,13.71,0,0,8554,0,255
1308,641,1672.5,36,20,26.666666,86,2.34375,2.34375,28,66.274513,50.980392,21.17647,36.862743,20,0,102,0,56,26,571.200012,429.299988,13.71,0,0,8554,0,255
1309,641,1672.5,36,20,26.666666,86,2.34375,2.34375,28,66.274513,53.725491,22.352942,38.431374,21.17647,0,102,2.745098,56,26,570.5,429.5,13.691,0,0,8554,0,255
1310,641,1672.5,36,20,26.666666,86,2.34375,2.34375,28,66.274513,53.725491,22.352942,38.431374,21.17647,0,102,2.745098,56,26,570.5,429.5,13.691,0,0,8554,0,255
1311,643,1634.25,35,17.647058,34.117645,86,-0.78125,3.125,23,66.274513,53.725491,22.352942,38.431374,21.17647,0,102,2.745098,56,14,570.5,429.5,13.691,0,0,8554,0,255
1312,643,1634.25,35,17.647058,34.117645,86,-0.78125,3.125,23,43.137257,53.725491,22.352942,38.431374,21.17647,0,102,2.745098,56,14,570.5,429.5,13.691,0,0,8554,0,255
1313,643,1634.25,35,17.647058,34.117645,86,-0.78125,3.125,23,43.137257,53.725491,22.745098,38.823528,21.17647,0,102,3.137255,56,14,569.900024,429.399994,13.71,0,0,8554,0,255
1314,643,1634.25,35,17.647058,40.784313,86,-2.34375,-1.5625,23,43.137257,53.725491,22.745098,38.823528,21.17647,0,102,3.137255,56,14,569.900024,429.399994,13.71,0,0,8554,0,255
1315,645,1650,34,21.960785,40.784313,86,-2.34375,-1.5625,44,43.137257,53.725491,22.745098,38.823528,21.17647,0,102,3.137255,56,22,569.900024,429.399994,13.71,0,0,8554,0,255
1316,645,1650,34,21.960785,40.784313,86,-2.34375,-1.5625,44,73.333336,53.725491,22.745098,38.823528,21.17647,0,102,3.137255,56,22,569.599976,429.5,13.691,0,0,8554,0,255
1317,645,1650,34,21.960785,40.784313,86,-2.34375,-1.5625,44,73.333336,55.686275,24.313726,40.392159,22.745098,0,102,4.705883,56,22,569.599976,429.5,13.691,0,0,8554,0,255
1318,645,1781.25,36,25.09804,44.705883,86,-2.34375,2.34375,48,73.333336,55.686275,24.313726,40.392159,22.745098,0,102,4.705883,56,22,569.599976,429.5,13.691,0,0,8554,0,255
1319,646,1781.25,36,25.09804,44.705883,86,-2.34375,2.34375,48,65.490196,55.686275,24.313726,40.392159,22.745098,0,102,4.705883,56,22,569.599976,429.5,13.691,0,0,8554,0,255
1320,646,1781.25,36,25.09804,44.705883,86,-2.34375,2.34375,48,65.490196,64.705879,30.196079,46.274509,29.803921,0,102,12.156863,56,22,569.799988,429.700012,13.593,0,0,8554,0,255
1321,646,1781.25,36,25.09804,44.705883,86,-2.34375,2.34375,48,65.490196,64.705879,30.196079,46.274509,29.803921,0,102,12.156863,56,22,569.799988,429.700012,13.593,0,0,8554,0,255
1322,646,2152.25,41,24.705883,69.019608,86,-5.46875,0,66,65.490196,64.705879,30.196079,46.274509,29.803921,0,102,12.156863,55,18,569.799988,429.700012,13.593,0,0,8554,0,255
1323,648,2152.25,41,24.705883,69.019608,86,-5.46875,0,66,66.666664,64.705879,30.196079,46.274509,29.803921,0,102,12.156863,55,18,569.799988,429.700012,13.593,0,0,8554,0,255
1324,648,2152.25,41,24.705883,69.019608,86,-5.46875,0,66,66.666664,50.980392,16.078432,31.764706,18.82353,0,102,0.784314,55,18,573.200012,431.899994,13.632,0,0,8554,0,255
1325,648,2152.25,41,24.705883,17.647058,86,-0.78125,-1.5625,66,66.666664,50.980392,16.078432,31.764706,18.82353,0,102,0.784314,55,18,573.200012,431.899994,13.632,0,0,8554,0,255
1326,650,2133.5,46,18.82353,17.647058,86,-0.78125,-1.5625,19,66.666664,50.980392,16.078432,31.764706,18.82353,0,102,0.784314,55,5,573.200012,431.899994,13.632,0,0,8554,0,255
1327,650,2133.5,46,18.82353,17.647058,86,-0.78125,-1.5625,19,65.882355,50.980392,16.078432,31.764706,18.82353,0,102,0.784314,55,5,573.700012,433.5,13.632,0,0,8554,0,255
1328,650,2133.5,46,18.82353,17.647058,86,-0.78125,-1.5625,19,65.882355,50.980392,16.078432,31.764706,19.215687,0,102,0,55,5,573.700012,433.5,13.632,0,0,8554,0,255
1329,650,1875,42,22.352942,21.17647,87,-0.78125,0,23,65.882355,50.980392,16.078432,31.764706,19.215687,0,102,0,55,-17,573.700012,433.5,13.632,0,0,8554,0,255
1330,652,1875,42,22.352942,21.17647,87,-0.78125,0,23,69.411766,50.980392,16.078432,31.764706,19.215687,0,102,0,55,-17,573.700012,433.5,13.632,0,0,8554,0,255
1331,652,1875,42,22.352942,21.17647,87,-0.78125,0,23,69.411766,50.980392,16.078432,31.764706,18.82353,0,102,1.176471,55,-17,569.200012,433.700012,13.652,0,0,8554,0,255
1332,652,1875,42,22.352942,21.17647,87,-0.78125,0,23,69.411766,50.980392,16.078432,31.764706,18.82353,0,102,1.176471,55,-17,569.200012,433.700012,13.652,0,0,8554,0,255
1333,652,1827.25,40,18.82353,19.607843,86,-0.78125,3.90625,21,69.411766,50.980392,16.078432,31.764706,18.82353,0,102,1.176471,55,4,569.200012,433.700012,13.652,0,0,8554,0,255
1334,654,1827.25,40,18.82353,19.607843,86,-0.78125,3.90625,21,62.35294,50.980392,16.078432,31.764706,18.82353,0,102,1.176471,55,4,569.200012,433.700012,13.652,0,0,8554,0,255
1335,654,1827.25,40,18.82353,19.607843,86,-0.78125,3.90625,21,62.35294,50.980392,16.078432,31.764706,18.82353,0,102,0,55,4,567.400024,433.600006,13.632,0,0,8554,0,255
