Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
1332,651,817.75,13,16.470589,26.274509,87,-0.78125,-0.78125,25,41.960785,47.843136,16.078432,31.764706,16.470589,0,100,0,41,4,507.5,364,13.886,0.784314,0,7845,0,255,1.97161640956226,-1.66666666666667,0,0
1333,653,800,7,16.470589,26.274509,87,-0.78125,-2.34375,26,41.960785,47.843136,16.078432,31.764706,16.470589,0,100,0,41,4,507.5,364,13.886,0.784314,0,7845,0,255,1.06163960514891,0,243.739716292653,2.90964286324354
1334,653,800,7,16.470589,26.274509,87,-0.78125,-2.34375,26,37.254902,47.843136,16.078432,31.764706,16.470589,0,100,0,41,4,506.099976,363.5,13.886,0.784314,0,7845,0,255,1.06163960514891,0,243.739716292653,2.90964286324354
1335,653,800,7,16.470589,26.274509,87,-0.78125,-2.34375,26,37.254902,47.843136,16.078432,31.764706,16.470589,0,100,0,41,4,506.099976,363.5,13.886,0.784314,0,7845,0,255,1.06163960514891,-1.11111111111111,0,0
1336,653,582.75,3,16.470589,29.019608,87,-0.78125,-2.34375,30,37.254902,47.843136,16.078432,31.764706,16.470589,0,100,0,41,4,506.099976,363.5,13.886,0.784314,0,7845,0,255,0.454988402206676,0,103.493677922454,1.69603539109298
1337,655,582.75,3,16.470589,29.019608,87,-0.78125,-2.34375,30,37.254902,47.843136,16.078432,31.764706,16.470589,0,100,0,41,7,506.099976,363.5,13.886,0.784314,0,7845,0,255,0.454988402206676,0,103.493677922454,1.69603539109298
1338,655,582.75,3,16.470589,29.019608,87,-0.78125,-2.34375,30,32.156864,47.843136,16.078432,31.764706,16.470589,0,100,0.784314,41,7,505.5,363.299988,12.949,2.745098,0,7845,0,255,0.454988402206676,0,103.493677922454,1.69603539109298
1339,655,582.75,3,16.470589,29.019608,87,-0.78125,-2.34375,30,32.156864,51.764706,16.078432,31.764706,19.607843,0,100,0.784314,41,7,505.5,363.299988,12.949,2.745098,0,7845,0,255,0.454988402206676,0.277777777777778,618.354789033565,10.133484745209
1340,655,1018.75,4,22.745098,71.764709,87,-0.78125,-6.25,71,32.156864,51.764706,16.078432,31.764706,19.607843,0,100,0.784314,41,3,505.5,363.299988,12.949,2.745098,0,7845,0,255,0.606651202942235,0,138.217017343964,1.29567854295446
1341,657,1018.75,4,22.745098,71.764709,87,-0.78125,-6.25,71,30.196079,51.764706,16.078432,31.764706,19.607843,0,100,0.784314,41,3,505.5,363.299988,12.949,0,0,7845,0,255,0.606651202942235,0,138.217017343964,1.29567854295446
1342,657,1018.75,4,22.745098,71.764709,87,-0.78125,-6.25,71,30.196079,50.980392,16.078432,31.764706,18.82353,0,100,0,41,3,505,363.100006,13.847,0,0,7845,0,255,0.606651202942235,0,138.217017343964,1.29567854295446
1343,657,1018.75,4,22.745098,71.764709,87,-0.78125,-6.25,71,30.196079,50.980392,16.078432,31.764706,18.82353,0,100,0,41,3,505,363.100006,13.847,0,0,7845,0,255,0.606651202942235,2.22222222222222,5630.06886919582,52.7775781112344
1344,659,1035,12,29.411764,56.862743,87,-0.78125,-2.34375,91,30.196079,50.980392,16.078432,31.764706,18.82353,0,100,0,41,-15,505,363.100006,13.847,0,0,7845,0,255,1.8199536088267,0,427.018418287037,3.9401216373345
1345,659,1035,12,29.411764,56.862743,87,-0.78125,-2.34375,91,34.117645,50.980392,16.078432,31.764706,18.82353,0,100,0,41,-15,505.700012,363.100006,13.847,0,0,7845,0,255,1.8199536088267,0,427.018418287037,3.9401216373345
1346,659,1035,12,29.411764,56.862743,87,-0.78125,-2.34375,91,34.117645,70.196075,34.901962,50.980392,31.764706,0,100,14.90196,41,-15,505.700012,363.5,13.847,0,0,7846,0,255,1.8199536088267,0,427.018418287037,3.9401216373345
1347,659,1035,12,29.411764,85.490196,87,-0.78125,0,52,34.117645,70.196075,34.901962,50.980392,31.764706,0,100,14.90196,41,-15,505.700012,363.5,13.847,0,0,7846,0,255,1.8199536088267,1.94444444444444,14843.1295293982,136.958344933094
1348,660,1671.75,19,18.82353,85.490196,87,-0.78125,0,52,34.117645,70.196075,34.901962,50.980392,31.764706,0,100,14.90196,40,17,505.700012,363.5,13.847,0,0,7846,0,255,2.88159321397562,0,709.309534078147,4.05198507578663
1349,660,1671.75,19,18.82353,85.490196,87,-0.78125,0,52,38.431374,70.196075,34.901962,50.980392,31.764706,0,101,17.254902,40,17,509.700012,366,13.828,0,0,7846,0,255,2.88159321397562,0,709.309534078147,4.05198507578663
1350,660,1671.75,19,18.82353,85.490196,87,-0.78125,0,52,38.431374,73.333336,36.07843,52.156864,38.039215,0,101,17.254902,40,17,509.700012,366,13.828,0,0,7846,0,255,2.88159321397562,1.94444444444444,23534.8187933374,134.444456094734
1351,660,1392.75,26,45.490196,98.431374,88,-0.78125,-5.46875,101,38.431374,73.333336,36.07843,52.156864,38.039215,0,101,17.254902,40,1,509.700012,366,13.828,0,0,7846,0,255,3.94323281912453,0,1036.57728261746,7.10774586178187
1352,662,1392.75,26,45.490196,98.431374,88,-0.78125,-5.46875,101,26.274509,73.333336,36.07843,52.156864,38.039215,0,101,17.254902,40,1,509.700012,366,13.828,0,0,7846,0,255,3.94323281912453,0,1036.57728261746,7.10774586178187
1353,662,1392.75,26,45.490196,98.431374,88,-0.78125,-5.46875,101,26.274509,82.352943,40,56.07843,43.92157,0,101,25.09804,40,1,512.599976,368,13.847,0,0,7846,0,255,3.94323281912453,0,1036.57728261746,7.10774586178187
1354,662,1392.75,26,45.490196,98.431374,88,-0.78125,-5.46875,101,26.274509,82.352943,40,56.07843,43.92157,0,101,25.09804,40,1,512.599976,368,13.847,0,0,7846,0,255,3.94323281912453,2.5,41195.7439492841,282.476650307423
1355,664,1839.75,35,43.529411,97.647057,88,-2.34375,-0.78125,98,26.274509,82.352943,40,56.07843,43.92157,0,101,25.09804,40,8,512.599976,368,13.847,0,0,7846,0,255,5.30819802574456,0,1550.10534908158,8.04647701249031
1356,664,1839.75,35,43.529411,97.647057,88,-2.34375,-0.78125,98,27.843138,82.352943,40,56.07843,43.92157,0,101,25.09804,40,8,512.599976,368,13.847,0,0,7846,0,255,5.30819802574456,0,1550.10534908158,8.04647701249031
1357,664,1839.75,35,43.529411,97.647057,88,-2.34375,-0.78125,98,27.843138,75.686272,36.470589,52.941177,38.431374,0,101,19.607843,40,8,522.799988,375,13.847,0,0,7846,0,255,5.30819802574456,0,1550.10534908158,8.04647701249031
1358,664,1839.75,35,43.529411,52.156864,88,-0.78125,-2.34375,98,27.843138,75.686272,36.470589,52.941177,38.431374,0,101,19.607843,40,8,522.799988,375,13.847,0,0,7846,0,255,5.30819802574456,3.05555555555556,67623.9479416742,351.030685062094
1359,666,2214.75,46,18.82353,52.156864,88,-0.78125,-2.34375,23,27.843138,75.686272,36.470589,52.941177,38.431374,0,101,19.607843,39,20,522.799988,375,13.847,0,0,7846,0,255,6.9764888338357,0,2367.28709284551,10.2077398066033
1360,666,2214.75,46,18.82353,52.156864,88,-0.78125,-2.34375,23,25.09804,75.686272,36.470589,52.941177,38.431374,0,102,19.607843,39,20,536.5,385.100006,13.867,0,0,7846,0,255,6.9764888338357,0,2367.28709284551,10.2077398066033
1361,666,2214.75,46,18.82353,52.156864,88,-0.78125,-2.34375,23,25.09804,68.627449,31.764706,47.450981,32.941177,0,102,14.117647,39,20,536.5,385.100006,13.867,0,0,7846,0,255,6.9764888338357,0.555555555555555,18156.3611669196,78.2902129559011
1362,666,1782.75,48,31.764706,90.196075,88,-3.90625,-3.125,91,25.09804,68.627449,31.764706,47.450981,32.941177,0,102,14.117647,40,9,536.5,385.100006,13.867,0,0,7846,0,255,7.27981443530682,0,2542.87089537037,13.6218858789999
1363,668,1782.75,48,31.764706,90.196075,88,-3.90625,-3.125,91,27.058823,68.627449,31.764706,47.450981,32.941177,0,102,14.117647,40,9,536.5,385.100006,13.867,0,0,7846,0,255,7.27981443530682,0,2542.87089537037,13.6218858789999
1364,668,1782.75,48,31.764706,90.196075,88,-3.90625,-3.125,91,27.058823,66.274513,30.196079,46.274509,30.980392,0,102,12.156863,40,9,550.400024,396.200012,13.867,0,0,7846,0,255,7.27981443530682,0,2542.87089537037,13.6218858789999
1365,668,1782.75,48,31.764706,90.196075,88,-3.90625,-3.125,91,27.058823,66.274513,30.196079,46.274509,30.980392,0,102,12.156863,40,9,550.400024,396.200012,13.867,0,0,7846,0,255,7.27981443530682,1.66666666666667,51969.5375620371,278.395222951874
1366,668,1977.25,54,27.450981,84.313728,87,-4.6875,-4.6875,84,27.058823,66.274513,30.196079,46.274509,30.980392,0,102,12.156863,39,15,550.400024,396.200012,13.867,0,0,7846,0,255,8.18979123972017,0,3126.821371875,15.1023614117619
1367,669,1977.25,54,27.450981,84.313728,87,-4.6875,-4.6875,84,27.843138,66.274513,30.196079,46.274509,30.980392,0,102,12.156863,39,15,550.400024,396.200012,13.867,1.176471,0,7846,0,255,8.18979123972017,0,3126.821371875,15.1023614117619
1368,669,1977.25,54,27.450981,84.313728,87,-4.6875,-4.6875,84,27.843138,50.980392,16.078432,31.764706,18.431372,0,102,0,39,15,558,402.5,13.867,1.176471,0,7846,0,255,8.18979123972017,0,3126.821371875,15.1023614117619
1369,669,1977.25,54,27.450981,19.215687,87,-0.78125,0,84,27.843138,50.980392,16.078432,31.764706,18.431372,0,102,0,39,15,558,402.5,13.867,1.176471,0,7846,0,255,8.18979123972017,0.277777777777777,12394.321371875,59.863835681581
1370,671,1912.5,55,18.039215,19.215687,87,-0.78125,0,21,27.843138,50.980392,16.078432,31.764706,18.431372,0,102,0,40,13,558,402.5,13.867,1.176471,0,7846,0,255,8.34145404045573,0,3232.99523743463,16.1438454993468
1371,671,1912.5,55,18.039215,19.215687,87,-0.78125,0,21,23.921568,50.980392,16.078432,31.764706,18.431372,0,102,0,40,13,567.099976,412.700012,13.906,0,0,7846,0,255,8.34145404045573,0,3232.99523743463,16.1438454993468
1372,671,1912.5,55,18.039215,19.215687,87,-0.78125,0,21,23.921568,50.980392,16.078432,31.764706,18.82353,0,102,0,40,13,567.099976,412.700012,13.906,0,0,7846,0,255,8.34145404045573,-0.555555555555555,0,0
1373,671,1807,53,18.82353,21.568628,86,-0.78125,0,23,23.921568,50.980392,16.078432,31.764706,18.82353,0,102,0,40,12,567.099976,412.700012,13.906,0,0,7846,0,255,8.03812843898461,0,3023.25624763482,15.9779176341519
1374,673,1807,53,18.82353,21.568628,86,-0.78125,0,23,29.019608,50.980392,16.078432,31.764706,18.82353,0,102,0,40,12,567.099976,412.700012,13.906,0,0,7846,0,255,8.03812843898461,0,3023.25624763482,15.9779176341519
1375,673,1807,53,18.82353,21.568628,86,-0.78125,0,23,29.019608,50.980392,16.078432,31.764706,18.82353,0,102,0,40,12,566,419.399994,13.906,0,0,7846,0,255,8.03812843898461,0,3023.25624763482,15.9779176341519
1376,673,1807,53,18.82353,21.568628,86,-0.78125,0,23,29.019608,50.980392,16.078432,31.764706,18.82353,0,102,0,40,12,566,419.399994,13.906,0,0,7846,0,255,8.03812843898461,-0.833333333333332,0,0
1377,673,1729.5,50,21.17647,31.372549,86,-1.5625,7.03125,35,29.019608,50.980392,16.078432,31.764706,18.82353,0,102,0,41,26,566,419.399994,13.906,0,0,7846,0,255,7.58314003677794,0,2727.73022258659,15.0620547127505
1378,675,1729.5,50,21.17647,31.372549,86,-1.5625,7.03125,35,33.333332,50.980392,16.078432,31.764706,18.82353,0,102,0,41,26,566,419.399994,13.906,0,0,7846,0,255,7.58314003677794,0,2727.73022258659,15.0620547127505
1379,675,1729.5,50,21.17647,31.372549,86,-1.5625,7.03125,35,33.333332,53.333332,22.352942,38.039215,20.784313,0,102,1.960784,41,26,563.400024,424.299988,13.906,0,0,7846,0,255,7.58314003677794,0,2727.73022258659,15.0620547127505
1380,675,1729.5,50,21.17647,34.117645,86,-1.5625,3.125,35,33.333332,53.333332,22.352942,38.039215,20.784313,0,102,1.960784,41,26,563.400024,424.299988,13.906,0,0,7846,0,255,7.58314003677794,-0.277777777777779,0,0
1381,677,1750.75,49,20.784313,34.117645,86,-1.5625,3.125,34,33.333332,53.333332,22.352942,38.039215,20.784313,0,102,1.960784,41,26,563.400024,424.299988,13.906,0,0,7846,0,255,7.43147723604238,0,2634.11696337984,14.3685946024718
1382,677,1750.75,49,20.784313,34.117645,86,-1.5625,3.125,34,21.960785,53.333332,22.352942,38.039215,20.784313,0,102,1.960784,41,26,562.5,428.100006,13.906,0,0,7846,0,255,7.43147723604238,0,2634.11696337984,14.3685946024718
1383,677,1750.75,49,20.784313,34.117645,86,-1.5625,3.125,34,21.960785,54.117645,22.352942,38.431374,21.17647,0,102,2.352941,41,26,562.5,428.100006,13.906,0,0,7846,0,255,7.43147723604238,0.555555555555555,19452.9132596761,106.111850138459
1384,677,1778.75,51,20.784313,34.509804,86,-1.5625,-0.78125,34,21.960785,54.117645,22.352942,38.431374,21.17647,0,102,2.352941,41,26,562.5,428.100006,13.906,0,0,7846,0,255,7.7348028375135,0,2823.75898301505,15.1605893395889
1385,679,1778.75,51,21.17647,34.509804,86,-1.5625,-0.78125,34,21.960785,54.117645,22.352942,38.431374,21.17647,0,102,2.352941,41,26,562.5,428.100006,13.906,1.176471,0,7846,0,255,7.7348028375135,0,2823.75898301505,15.1605893395889
1386,679,1778.75,51,21.17647,34.509804,86,-1.5625,-0.78125,34,29.411764,53.333332,21.960785,37.64706,21.17647,0,102,1.960784,41,26,560.900024,429.700012,13.906,1.176471,0,7846,0,255,7.7348028375135,0,2823.75898301505,15.1605893395889
1387,679,1778.75,51,21.17647,34.509804,86,-1.5625,-0.78125,34,29.411764,53.333332,21.960785,37.64706,20.392157,0,102,1.960784,41,26,560.900024,429.700012,13.906,1.176471,0,7846,0,255,7.7348028375135,-0.277777777777777,0,0
1388,679,1803,50,19.607843,28.235294,86,-0.78125,3.125,29,29.411764,53.333332,21.960785,37.64706,20.392157,0,102,1.960784,41,27,560.900024,429.700012,13.906,1.176471,0,7846,0,255,7.58314003677794,0,2727.73022258659,14.4480441628963
1389,680,1803,50,19.607843,28.235294,86,-0.78125,3.125,29,29.019608,53.333332,21.960785,37.64706,20.392157,0,102,1.960784,41,27,560.900024,429.700012,13.906,1.960784,0,7846,0,255,7.58314003677794,0,2727.73022258659,14.4480441628963
1390,680,1803,50,19.607843,28.235294,86,-0.78125,3.125,29,29.019608,52.549019,20,36.07843,20,0,102,1.176471,41,27,559.700012,432.299988,13.847,1.960784,0,7846,0,255,7.58314003677794,0,2727.73022258659,14.4480441628963
1391,680,1803,50,19.607843,25.882353,86,-0.78125,0,29,29.019608,52.549019,20,36.07843,20,0,102,1.176471,41,27,559.700012,432.299988,13.847,1.960784,0,7846,0,255,7.58314003677794,0,2727.73022258659,14.4480441628963
1392,682,1791.25,50,18.82353,25.882353,86,-0.78125,0,23,29.019608,52.549019,20,36.07843,20,0,102,1.176471,41,14,559.700012,432.299988,13.847,1.960784,0,7846,0,255,7.58314003677794,0,2727.73022258659,14.5428184930646
1393,682,1791.25,50,18.82353,25.882353,86,-0.78125,0,23,30.196079,52.549019,20,36.07843,20,0,102,1.176471,41,14,558.299988,433.899994,13.847,2.352941,0,7846,0,255,7.58314003677794,0,2727.73022258659,14.5428184930646
1394,682,1791.25,50,18.82353,25.882353,86,-0.78125,0,23,30.196079,53.333332,20.392157,36.862743,20.784313,0,102,1.568627,41,14,558.299988,433.899994,13.867,2.352941,0,7846,0,255,7.58314003677794,-0.277777777777779,0,0
1395,682,1714,49,18.82353,30.196079,86,-0.78125,-3.125,31,30.196079,53.333332,20.392157,36.862743,20.784313,0,102,1.568627,41,27,558.299988,433.899994,13.867,2.352941,0,7846,0,255,7.43147723604238,0,2634.11696337984,14.6766726956112
1396,684,1714,49,20.392157,30.196079,86,-0.78125,-3.125,31,30.196079,53.333332,20.392157,36.862743,20.784313,0,102,1.568627,41,27,558.299988,433.899994,13.867,2.352941,0,7846,0,255,7.43147723604238,0,2634.11696337984,14.6766726956112
1397,684,1714,49,20.392157,30.196079,86,-0.78125,-3.125,31,30.980392,52.156864,20,36.862743,20.784313,0,102,0.784314,41,27,557.700012,435,13.867,3.921569,0,7846,0,255,7.43147723604238,0,2634.11696337984,14.6766726956112
1398,684,1714,49,20.392157,30.196079,86,-0.78125,-3.125,31,30.980392,52.156864,20,35.686275,19.607843,0,102,0.784314,41,27,557.700012,435,13.867,3.921569,0,7846,0,255,7.43147723604238,-0.277777777777779,0,0
1399,684,1685.75,48,19.607843,27.058823,86,-0.78125,2.34375,27,30.980392,52.156864,20,35.686275,19.607843,0,102,0.784314,41,26,557.700012,435,13.867,3.921569,0,7846,0,255,7.27981443530682,0,2542.87089537037,14.4057049092612
1400,686,1685.75,48,19.607843,27.058823,86,-0.78125,2.34375,27,29.411764,52.156864,20,35.686275,19.607843,0,102,0.784314,41,26,557.700012,435,13.867,4.313725,0,7846,0,255,7.27981443530682,0,2542.87089537037,14.4057049092612
1401,686,1685.75,48,19.607843,27.058823,86,-0.78125,2.34375,27,29.411764,51.764706,19.215687,35.294117,19.607843,0,102,0.784314,41,26,556.400024,435.200012,13.867,4.313725,0,7846,0,255,7.27981443530682,0,2542.87089537037,14.4057049092612
1402,686,1685.75,48,19.607843,25.490196,86,-0.78125,2.34375,27,29.411764,51.764706,19.215687,35.294117,19.607843,0,102,0.784314,41,26,556.400024,435.200012,13.867,4.313725,0,7846,0,255,7.27981443530682,-0.277777777777777,0,0
1403,688,1622.5,47,19.607843,25.490196,86,-0.78125,-1.5625,26,29.411764,51.764706,19.215687,35.294117,19.607843,0,102,0.784314,41,25,556.400024,435.200012,13.867,4.313725,0,7846,0,255,7.12815163457126,0,2453.94370853374,14.443859732818
1404,688,1622.5,47,19.607843,25.490196,86,-0.78125,-1.5625,26,29.019608,51.764706,19.215687,35.294117,19.607843,0,102,0.784314,41,25,555.200012,435.399994,13.867,5.490196,0,7846,0,255,7.12815163457126,0,2453.94370853374,14.443859732818
1405,688,1622.5,47,19.607843,25.490196,86,-0.78125,-1.5625,26,29.019608,52.549019,20,36.07843,20,0,102,1.176471,41,25,555.200012,435.399994,13.867,5.490196,0,7846,0,255,7.12815163457126,-0.555555555555555,0,0
1406,688,1583.5,45,19.607843,30.196079,86,-1.5625,1.5625,31,29.019608,52.549019,20,36.07843,20,0,102,1.176471,41,25,555.200012,435.399994,13.867,5.490196,0,7846,0,255,6.82482603310014,0,2282.85273828125,13.7677572785513
1407,689,1583.5,45,20.392157,30.196079,86,-1.5625,1.5625,31,29.019608,52.549019,20,36.07843,20,0,102,1.176471,41,25,555.200012,435.399994,13.867,5.490196,0,7846,0,255,6.82482603310014,0,2282.85273828125,13.7677572785513
1408,689,1583.5,45,20.392157,30.196079,86,-1.5625,1.5625,31,40.784313,52.549019,20,36.07843,20,0,102,1.176471,41,25,554,435.200012,13.867,7.45098,0,7846,0,255,6.82482603310014,0,2282.85273828125,13.7677572785513
1409,689,1583.5,45,20.392157,30.196079,86,-1.5625,1.5625,31,40.784313,52.549019,20.392157,36.470589,20.392157,0,102,1.176471,41,25,554,435.200012,13.867,7.45098,0,7846,0,255,6.82482603310014,0,2282.85273828125,13.7677572785513
1410,689,1543.75,45,21.568628,36.07843,86,-2.34375,-4.6875,39,40.784313,52.549019,20.392157,36.470589,20.392157,0,102,1.176471,41,22,554,435.200012,13.867,7.45098,0,7846,0,255,6.82482603310014,0,2282.85273828125,14.122263093497
1411,691,1543.75,45,21.568628,36.07843,86,-2.34375,-4.6875,39,38.039215,52.549019,20.392157,36.470589,20.392157,0,102,1.176471,41,22,554,435.200012,13.867,10.980392,0,7846,0,255,6.82482603310014,0,2282.85273828125,14.122263093497
1412,691,1543.75,45,21.568628,36.07843,86,-2.34375,-4.6875,39,38.039215,53.333332,22.352942,38.431374,20.784313,0,102,1.960784,41,22,553,434.799988,13.906,10.980392,0,7846,0,255,6.82482603310014,0,2282.85273828125,14.122263093497
1413,691,1543.75,45,21.568628,35.686275,86,-2.34375,-4.6875,39,38.039215,53.333332,22.352942,38.431374,20.784313,0,102,1.960784,41,22,553,434.799988,13.906,10.980392,0,7846,0,255,6.82482603310014,-0.555555555555555,0,0
1414,693,1559.25,43,20.392157,35.686275,87,-2.34375,0.78125,37,38.039215,53.333332,22.352942,38.431374,20.784313,0,102,1.960784,41,24,553,434.799988,13.906,10.980392,0,7846,0,255,6.52150043162903,0,2120.45757242691,12.9872501630124
1415,693,1559.25,43,20.392157,35.686275,87,-2.34375,0.78125,37,28.627451,53.333332,22.352942,38.431374,20.784313,0,102,1.960784,41,24,552.599976,434.5,13.906,12.54902,0,7846,0,255,6.52150043162903,0,2120.45757242691,12.9872501630124
1416,693,1559.25,43,20.392157,35.686275,87,-2.34375,0.78125,37,28.627451,52.941177,22.352942,38.431374,20.392157,0,102,1.568627,41,24,552.599976,434.5,13.906,12.54902,0,7846,0,255,6.52150043162903,0.277777777777777,9500.13349835281,58.1858424943206
1417,693,1564.75,44,20.392157,32.549019,87,-1.5625,-1.5625,34,28.627451,52.941177,22.352942,38.431374,20.392157,0,102,1.568627,41,24,552.599976,434.5,13.906,12.54902,0,7846,0,255,6.67316323236458,0,2200.59233481653,13.4306801709525
1418,695,1564.75,44,20,32.549019,87,-1.5625,-1.5625,34,28.627451,52.941177,22.352942,38.431374,20.392157,0,102,1.568627,41,24,552.599976,434.5,13.906,12.54902,0,7846,0,255,6.67316323236458,0,2200.59233481653,13.4306801709525
1419,695,1564.75,44,20,32.549019,87,-1.5625,-1.5625,34,28.627451,52.941177,22.352942,38.431374,20.392157,0,102,0.784314,41,24,551.900024,433.799988,13.906,12.941176,0,7846,0,255,6.67316323236458,0,2200.59233481653,13.4306801709525
1420,695,1564.75,44,20,32.549019,87,-1.5625,-1.5625,34,28.627451,52.156864,21.568628,37.64706,20,0,102,0.784314,41,24,551.900024,433.799988,13.906,12.941176,0,7846,0,255,6.67316323236458,-0.277777777777777,0,0
1421,695,1552.25,43,19.607843,29.411764,87,-0.78125,0.78125,31,28.627451,52.156864,21.568628,37.64706,20,0,102,0.784314,41,25,551.900024,433.799988,13.906,12.941176,0,7846,0,255,6.52150043162903,0,2120.45757242691,13.0458172437926
1422,697,1552.25,43,19.607843,29.411764,87,-0.78125,0.78125,31,28.627451,52.156864,21.568628,37.64706,20,0,102,0.784314,41,25,551.900024,433.799988,13.906,13.333333,0,7846,0,255,6.52150043162903,0,2120.45757242691,13.0458172437926
1423,697,1552.25,43,19.607843,29.411764,87,-0.78125,0.78125,31,28.627451,51.764706,21.17647,37.254902,19.607843,0,102,0.784314,41,25,551.200012,432.899994,13.906,13.333333,0,7846,0,255,6.52150043162903,0,2120.45757242691,13.0458172437926
1424,697,1552.25,43,19.607843,29.411764,87,-0.78125,0.78125,31,28.627451,51.764706,21.17647,37.254902,19.607843,0,102,0.784314,41,25,551.200012,432.899994,13.906,13.333333,0,7846,0,255,6.52150043162903,0.277777777777777,9500.13349835281,58.4482363725362
1425,698,1534.25,44,19.607843,28.627451,87,-0.78125,-5.46875,30,28.627451,51.764706,21.17647,37.254902,19.607843,0,102,0.784314,41,25,551.200012,432.899994,13.906,13.333333,0,7846,0,255,6.67316323236458,0,2200.59233481653,13.6976743017747
1426,698,1534.25,44,19.607843,28.627451,87,-0.78125,-5.46875,30,29.411764,51.764706,21.17647,37.254902,19.607843,0,102,0.784314,41,25,550.299988,432.899994,13.906,14.509804,0,7846,0,255,6.67316323236458,0,2200.59233481653,13.6976743017747
1427,698,1534.25,44,19.607843,28.627451,87,-0.78125,-5.46875,30,29.411764,51.764706,21.568628,37.254902,19.607843,0,102,0.392157,41,25,550.299988,431.799988,13.906,14.509804,0,7846,0,255,6.67316323236458,0,2200.59233481653,13.6976743017747
1428,698,1534.25,44,19.607843,29.803921,87,-0.78125,-0.78125,35,29.411764,51.764706,21.568628,37.254902,19.607843,0,102,0.392157,41,25,550.299988,431.799988,13.906,14.509804,0,7846,0,255,6.67316323236458,-0.277777777777777,0,0
1429,700,1513.25,43,21.960785,29.803921,87,-0.78125,-0.78125,35,29.411764,51.764706,21.568628,37.254902,19.607843,0,102,0.392157,41,22,550.299988,431.799988,13.906,14.509804,0,7846,0,255,6.52150043162903,0,2120.45757242691,13.3820385373712
1430,700,1513.25,43,21.960785,29.803921,87,-0.78125,-0.78125,35,21.960785,51.764706,21.568628,37.254902,19.607843,0,102,2.352941,41,22,549.900024,431.200012,13.847,17.254902,0,7846,0,255,6.52150043162903,0,2120.45757242691,13.3820385373712
1431,700,1513.25,43,21.960785,29.803921,87,-0.78125,-0.78125,35,21.960785,53.725491,21.17647,37.254902,20.784313,0,102,2.352941,41,22,549.900024,431.200012,13.847,17.254902,0,7846,0,255,6.52150043162903,0.277777777777777,9500.13349835281,59.9545844435945
1432,700,1500,44,20.784313,39.607841,86,-2.34375,-7.03125,41,21.960785,53.725491,21.17647,37.254902,20.784313,0,102,2.352941,41,21,549.900024,431.200012,13.847,17.254902,0,7846,0,255,6.67316323236458,0,2200.59233481653,14.0104378649986
1433,702,1500,44,20.784313,39.607841,86,-2.34375,-7.03125,41,31.764706,53.725491,21.17647,37.254902,20.784313,0,102,2.352941,41,21,549.900024,431.200012,13.847,17.254902,0,7846,0,255,6.67316323236458,0,2200.59233481653,14.0104378649986
1434,702,1500,44,20.784313,39.607841,86,-2.34375,-7.03125,41,31.764706,52.941177,20.784313,36.862743,20.392157,0,102,1.568627,41,21,549.299988,430.100006,13.867,17.254902,0,7846,0,255,6.67316323236458,0,2200.59233481653,14.0104378649986
1435,702,1500,44,20.784313,39.607841,86,-2.34375,-7.03125,41,31.764706,52.941177,20.784313,36.862743,20.392157,0,102,1.568627,41,21,549.299988,430.100006,13.867,17.254902,0,7846,0,255,6.67316323236458,-0.555555555555555,0,0
1436,704,1474,42,20.392157,34.901962,86,-2.34375,0.78125,37,31.764706,52.941177,20.784313,36.862743,20.392157,0,102,1.568627,41,22,549.299988,430.100006,13.867,17.254902,0,7846,0,255,6.36983763089347,0,2042.40014108796,13.2326467757056
1437,704,1474,42,20.392157,34.901962,86,-2.34375,0.78125,37,32.941177,52.941177,20.784313,36.862743,20.392157,0,102,1.568627,41,22,549.299988,430.100006,13.867,12.941176,0,7846,0,255,6.36983763089347,0,2042.40014108796,13.2326467757056
1438,704,1474,42,20.392157,34.901962,86,-2.34375,0.78125,37,32.941177,50.980392,16.078432,31.764706,18.82353,0,102,0,41,22,548.799988,429,13.847,12.941176,0,7846,0,255,6.36983763089347,0,2042.40014108796,13.2326467757056
1439,704,1474,42,20.392157,29.803921,86,-0.78125,4.6875,37,32.941177,50.980392,16.078432,31.764706,18.82353,0,102,0,41,22,548.799988,429,13.847,12.941176,0,7846,0,255,6.36983763089347,-0.277777777777777,0,0
