Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
1397,684,1130.25,24,16.862745,20.392157,87,-1.5625,0.78125,21,56.470589,48.235294,16.078432,31.764706,16.470589,0,102,0,53,11,451.200012,329.299988,13.71,0,0,8271,0,255,3.63990721765341,-0.277777777777778,0,0
1398,684,913.25,23,16.470589,21.17647,87,-1.5625,3.90625,22,56.470589,48.235294,16.078432,31.764706,16.470589,0,102,0,54,7,451.200012,329.299988,13.71,0,0,8271,0,255,3.48824441691785,0,889.749512777563,9.30425168029097
1399,686,913.25,23,16.470589,21.17647,87,-1.5625,3.90625,22,59.607841,48.235294,16.078432,31.764706,16.470589,0,102,0,54,7,451.200012,329.299988,13.71,0,0,8271,0,255,3.48824441691785,0,889.749512777563,9.30425168029097
1400,686,913.25,23,16.470589,21.17647,87,-1.5625,3.90625,22,59.607841,47.843136,16.078432,31.764706,16.470589,0,102,0,54,7,450.700012,329.200012,13.691,0,0,8271,0,255,3.48824441691785,0,889.749512777563,9.30425168029097
1401,686,913.25,23,16.470589,23.137255,87,-1.5625,2.34375,22,59.607841,47.843136,16.078432,31.764706,16.470589,0,102,0,54,7,450.700012,329.200012,13.691,0,0,8271,0,255,3.48824441691785,-0.555555555555555,0,0
1402,687,856.25,21,16.078432,23.137255,87,-1.5625,2.34375,24,59.607841,47.843136,16.078432,31.764706,16.470589,0,102,0,54,6,450.700012,329.200012,13.691,0,0,8271,0,255,3.18491881544673,0,797.50050240162,8.89475012897574
1403,687,856.25,21,16.078432,23.137255,87,-1.5625,2.34375,24,57.254902,47.843136,16.078432,31.764706,16.470589,0,102,0,54,6,449.600006,328.799988,13.71,25.490196,0,8271,0,255,3.18491881544673,0,797.50050240162,8.89475012897574
1404,687,856.25,21,16.078432,23.137255,87,-1.5625,2.34375,24,57.254902,47.843136,16.078432,31.764706,16.078432,0,102,0,54,6,449.600006,328.799988,13.71,25.490196,0,8271,0,255,3.18491881544673,-0.833333333333333,0,0
1405,687,1128,18,22.352942,24.313726,86,0,-0.78125,47,57.254902,47.843136,16.078432,31.764706,16.078432,0,102,0,54,-9,449.600006,328.799988,13.71,25.490196,0,8271,0,255,2.72993041324006,0,666.615040625,5.64377095564606
1406,689,1128,18,22.352942,24.313726,86,0,-0.78125,47,60.392159,47.843136,16.078432,31.764706,16.078432,0,102,0,54,-9,449.600006,328.799988,13.71,76.862747,0,8271,0,255,2.72993041324006,0,666.615040625,5.64377095564606
1407,689,1128,18,22.352942,24.313726,86,0,-0.78125,47,60.392159,51.372547,21.960785,38.039215,19.607843,0,102,2.352941,54,-9,449.200012,328.799988,13.71,76.862747,0,8271,0,255,2.72993041324006,0,666.615040625,5.64377095564606
1408,689,1128,18,22.352942,24.313726,86,0,-0.78125,47,60.392159,51.372547,21.960785,38.039215,19.607843,0,102,2.352941,54,-9,449.200012,328.799988,13.71,76.862747,0,8271,0,255,2.72993041324006,0.277777777777778,3755.78170729167,31.7976199509179
1409,689,1410,19,19.607843,32.549019,86,0,3.125,34,60.392159,51.372547,21.960785,38.039215,19.607843,0,102,2.352941,53,22,449.200012,328.799988,13.71,76.862747,0,8271,0,255,2.88159321397562,0,709.309534078147,4.80418868825979
1410,691,1410,19,19.607843,32.549019,86,0,3.125,34,58.431374,51.372547,21.960785,38.039215,19.607843,0,102,2.352941,53,22,449.200012,328.799988,13.71,57.254902,0,8271,0,255,2.88159321397562,0,709.309534078147,4.80418868825979
1411,691,1410,19,19.607843,32.549019,86,0,3.125,34,58.431374,52.156864,22.352942,38.039215,19.607843,0,102,3.529412,53,22,450.100006,329.200012,13.71,57.254902,0,8271,0,255,2.88159321397562,0,709.309534078147,4.80418868825979
1412,691,1410,19,19.607843,28.235294,86,0,-0.78125,34,58.431374,52.156864,22.352942,38.039215,19.607843,0,102,3.529412,53,22,450.100006,329.200012,13.71,57.254902,0,8271,0,255,2.88159321397562,0.555555555555555,7230.88360815222,48.9751336580523
1413,693,1526.5,21,18.039215,28.235294,86,0,-0.78125,28,58.431374,52.156864,22.352942,38.039215,19.607843,0,102,3.529412,53,24,450.100006,329.200012,13.71,57.254902,0,8271,0,255,3.18491881544673,0,797.50050240162,4.98927598947624
1414,693,1526.5,21,18.039215,28.235294,86,0,-0.78125,28,54.117645,52.156864,22.352942,38.039215,19.607843,0,102,3.529412,53,24,450.700012,329.399994,13.71,36.470589,0,8271,0,255,3.18491881544673,0,797.50050240162,4.98927598947624
1415,693,1526.5,21,18.039215,28.235294,86,0,-0.78125,28,54.117645,49.019608,16.078432,31.764706,17.254902,0,102,0,53,24,450.700012,329.399994,13.71,36.470589,0,8271,0,255,3.18491881544673,0,797.50050240162,4.98927598947624
1416,693,1328.75,21,17.647058,20.392157,86,-1.5625,0,22,54.117645,49.019608,16.078432,31.764706,17.254902,0,102,0,53,5,450.700012,329.399994,13.71,36.470589,0,8271,0,255,3.18491881544673,0,797.50050240162,5.73180041236913
1417,695,1328.75,21,17.647058,20.392157,86,-1.5625,0,22,56.470589,49.019608,16.078432,31.764706,17.254902,0,102,0,53,5,450.700012,329.399994,13.71,0,0,8271,0,255,3.18491881544673,0,797.50050240162,5.73180041236913
1418,695,1328.75,21,17.647058,20.392157,86,-1.5625,0,22,56.470589,49.803921,20,36.07843,17.254902,0,102,0,53,5,450.399994,329.600006,13.71,0,0,8271,0,255,3.18491881544673,0,797.50050240162,5.73180041236913
1419,695,1328.75,21,17.647058,20.392157,86,-1.5625,0,22,56.470589,49.803921,20,36.07843,18.039215,0,102,0,53,5,450.399994,329.600006,13.71,0,0,8271,0,255,3.18491881544673,-1.11111111111111,0,0
1420,695,1121.75,17,18.039215,26.666666,86,0.78125,7.03125,28,56.470589,49.803921,20,36.07843,18.039215,0,102,0,53,18,450.399994,329.600006,13.71,0,0,8271,0,255,2.5782676125045,0,624.790127611669,5.31914037770576
1421,696,1121.75,17,18.039215,26.666666,86,0.78125,7.03125,28,60.392159,49.803921,20,36.07843,18.039215,0,102,0,53,18,450.399994,329.600006,13.71,0,0,8271,0,255,2.5782676125045,0,624.790127611669,5.31914037770576
1422,696,1121.75,17,18.039215,26.666666,86,0.78125,7.03125,28,60.392159,50.196079,20,36.07843,17.647058,0,102,0.392157,53,18,449.200012,329.399994,13.71,0,0,8271,0,255,2.5782676125045,0,624.790127611669,5.31914037770576
1423,696,1121.75,17,18.039215,25.490196,86,0.78125,5.46875,28,60.392159,50.196079,20,36.07843,17.647058,0,102,0.392157,53,18,449.200012,329.399994,13.71,0,0,8271,0,255,2.5782676125045,-0.277777777777778,0,0
1424,698,1161.5,16,18.039215,25.490196,86,0.78125,5.46875,27,60.392159,50.196079,20,36.07843,17.647058,0,102,0.392157,53,18,449.200012,329.399994,13.71,0,0,8271,0,255,2.42660481176894,0,583.786485013718,4.79996636408179
1425,698,1161.5,16,18.039215,25.490196,86,0.78125,5.46875,27,58.823528,50.196079,20,36.07843,17.647058,0,102,0.392157,53,18,448.299988,329.200012,13.71,0,0,8271,0,255,2.42660481176894,0,583.786485013718,4.79996636408179
1426,698,1161.5,16,18.039215,25.490196,86,0.78125,5.46875,27,58.823528,49.803921,20.392157,36.470589,18.039215,0,102,0,53,18,448.299988,329.200012,13.71,0,0,8271,0,255,2.42660481176894,0.555555555555555,6075.63833686557,49.9546673414259
1427,698,1196.75,18,16.470589,25.882353,86,0.78125,0.78125,27,58.823528,49.803921,20.392157,36.470589,18.039215,0,102,0,53,18,448.299988,329.200012,13.71,0,0,8271,0,255,2.72993041324006,0,666.615040625,5.31955181781387
1428,700,1196.75,18,16.470589,25.882353,86,0.78125,0.78125,27,60.392159,49.803921,20.392157,36.470589,18.039215,0,102,0,53,18,448.299988,329.200012,13.71,29.411764,0,8271,0,255,2.72993041324006,0,666.615040625,5.31955181781387
1429,700,1196.75,18,16.470589,25.882353,86,0.78125,0.78125,27,60.392159,48.235294,16.078432,31.764706,18.039215,0,102,0,53,18,448,328.899994,13.71,29.411764,0,8271,0,255,2.72993041324006,0,666.615040625,5.31955181781387
1430,700,1196.75,18,16.470589,25.882353,86,0.78125,0.78125,27,60.392159,48.235294,16.078432,31.764706,16.470589,0,102,0,53,18,448,328.899994,13.71,29.411764,0,8271,0,255,2.72993041324006,-0.555555555555555,0,0
1431,700,1087.5,16,16.470589,19.607843,86,-1.5625,0.78125,21,60.392159,48.235294,16.078432,31.764706,16.470589,0,102,0,54,9,448,328.899994,13.71,29.411764,0,8271,0,255,2.42660481176894,0,583.786485013718,5.12658476494805
1432,702,1087.5,16,16.470589,19.607843,86,-1.5625,0.78125,21,54.509804,48.235294,16.078432,31.764706,16.470589,0,102,0,54,9,448,328.899994,13.71,27.058823,0,8271,0,255,2.42660481176894,0,583.786485013718,5.12658476494805
1433,702,1087.5,16,16.470589,19.607843,86,-1.5625,0.78125,21,54.509804,47.843136,16.078432,31.764706,16.470589,0,102,0,54,9,447.100006,328.700012,13.691,27.058823,0,8271,0,255,2.42660481176894,0,583.786485013718,5.12658476494805
1434,702,1087.5,16,16.470589,21.568628,86,-1.5625,3.90625,21,54.509804,47.843136,16.078432,31.764706,16.470589,0,102,0,54,9,447.100006,328.700012,13.691,27.058823,0,8271,0,255,2.42660481176894,-0.277777777777778,0,0
1435,704,854.5,15,16.078432,21.568628,86,-1.5625,3.90625,23,54.509804,47.843136,16.078432,31.764706,16.470589,0,102,0,54,7,447.100006,328.700012,13.691,27.058823,0,8271,0,255,2.27494201103338,0,543.555802806713,6.07484835202353
1436,704,854.5,15,16.078432,21.568628,86,-1.5625,3.90625,23,56.470589,47.843136,16.078432,31.764706,16.470589,0,102,0,54,7,446.200012,328.200012,13.691,25.09804,0,8271,0,255,2.27494201103338,0,543.555802806713,6.07484835202353
1437,704,854.5,15,16.078432,21.568628,86,-1.5625,3.90625,23,56.470589,47.843136,16.078432,31.764706,16.078432,0,102,0,54,7,446.200012,328.200012,13.691,25.09804,0,8271,0,255,2.27494201103338,-1.11111111111111,0,0
1438,704,835,11,16.078432,23.137255,86,-1.5625,2.34375,25,56.470589,47.843136,16.078432,31.764706,16.078432,0,102,0,55,6,446.200012,328.200012,13.691,25.09804,0,8271,0,255,1.66829080809115,0,389.396477399477,4.45357647804192
1439,705,835,11,16.078432,23.137255,86,-1.5625,2.34375,25,56.470589,47.843136,16.078432,31.764706,16.078432,0,102,0,55,6,446.200012,328.200012,13.691,25.09804,0,8271,0,255,1.66829080809115,0,389.396477399477,4.45357647804192
1440,705,835,11,16.078432,23.137255,86,-1.5625,2.34375,25,56.470589,47.843136,16.078432,31.764706,16.078432,0,102,0,55,6,445.100006,327.600006,13.691,25.09804,0,8271,0,255,1.66829080809115,0,389.396477399477,4.45357647804192
1441,705,835,11,16.078432,23.137255,86,-1.5625,2.34375,25,56.470589,47.843136,16.078432,31.764706,16.078432,0,102,0,55,6,445.100006,327.600006,13.691,25.09804,0,8271,0,255,1.66829080809115,-1.38888888888889,0,0
1442,705,794.5,6,16.078432,23.921568,86,-1.5625,-1.5625,26,56.470589,47.843136,16.078432,31.764706,16.078432,0,102,0,55,5,445.100006,327.600006,13.691,25.09804,0,8271,0,255,0.909976804413352,0,208.29172650463,2.50369539096188
1443,707,794.5,6,16.078432,23.921568,86,-1.5625,-1.5625,26,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,55,5,445.100006,327.600006,13.691,25.09804,0,8271,0,255,0.909976804413352,0,208.29172650463,2.50369539096188
1444,707,794.5,6,16.078432,23.921568,86,-1.5625,-1.5625,26,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,55,5,444.600006,326.899994,13.671,25.09804,0,8271,0,255,0.909976804413352,0,208.29172650463,2.50369539096188
1445,707,794.5,6,16.078432,24.705883,86,-1.5625,3.125,26,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,55,5,444.600006,326.899994,13.671,25.09804,0,8271,0,255,0.909976804413352,-0.833333333333333,0,0
1446,709,788.25,3,16.078432,24.705883,86,-1.5625,3.125,27,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,55,1,444.600006,326.899994,13.671,25.09804,0,8271,0,255,0.454988402206676,0,103.493677922454,1.25387202557492
1447,709,788.25,3,16.078432,24.705883,86,-1.5625,3.125,27,58.823528,47.843136,16.078432,31.764706,16.078432,0,102,0,55,1,443.700012,326.600006,13.671,25.09804,0,8271,0,255,0.454988402206676,0,103.493677922454,1.25387202557492
1448,709,788.25,3,16.078432,24.705883,86,-1.5625,3.125,27,58.823528,47.843136,16.078432,31.764706,16.078432,0,102,0,55,1,443.700012,326.600006,13.691,25.09804,0,8271,0,255,0.454988402206676,0,103.493677922454,1.25387202557492
1449,709,773.25,3,16.078432,24.705883,86,-1.5625,0.78125,27,58.823528,47.843136,16.078432,31.764706,16.078432,0,102,0,55,2,443.700012,326.600006,13.691,25.09804,0,8271,0,255,0.454988402206676,0,103.493677922454,1.27819544023205
1450,711,773.25,3,16.078432,24.705883,86,-1.5625,0.78125,27,58.823528,47.843136,16.078432,31.764706,16.078432,0,102,0,55,2,443.700012,326.600006,13.691,25.09804,0,8271,0,255,0.454988402206676,0,103.493677922454,1.27819544023205
1451,711,773.25,3,16.078432,24.705883,86,-1.5625,0.78125,27,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,55,2,442.799988,326,13.691,26.666666,0,8271,0,255,0.454988402206676,0,103.493677922454,1.27819544023205
1452,711,773.25,3,16.078432,24.705883,86,-1.5625,0.78125,27,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,55,2,442.799988,326,13.691,26.666666,0,8271,0,255,0.454988402206676,-0.833333333333333,0,0
1453,711,779.5,0,16.078432,24.313726,86,-1.5625,2.34375,25,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,55,1,442.799988,326,13.691,26.666666,0,8271,0,255,0,0,0,0
1454,713,779.5,0,16.078432,24.313726,86,-1.5625,2.34375,25,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,55,1,442.799988,326,13.691,26.274509,0,8271,0,255,0,0,0,0
1455,713,779.5,0,16.078432,24.313726,86,-1.5625,2.34375,25,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,1,441.899994,325.399994,13.691,26.274509,0,8271,0,255,0,0,0,0
1456,713,779.5,0,16.078432,23.921568,86,-1.5625,3.90625,25,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,1,441.899994,325.399994,13.691,26.274509,0,8271,0,255,0,0,0,0
1457,714,757.75,0,15.686275,23.921568,86,-1.5625,3.90625,26,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,3,441.899994,325.399994,13.691,26.274509,0,8271,0,255,0,0,0,0
1458,714,757.75,0,15.686275,23.921568,86,-1.5625,3.90625,26,54.901962,47.450981,16.078432,31.764706,16.078432,0,102,0,55,3,441.5,324.700012,13.691,24.705883,0,8271,0,255,0,0,0,0
1459,714,757.75,0,15.686275,23.921568,86,-1.5625,3.90625,26,54.901962,49.803921,30.196079,45.882355,23.529411,0,102,0,55,3,441.5,324.700012,13.691,24.705883,0,8271,0,255,0,0,0,0
1460,714,839.75,0,15.686275,26.274509,86,0,-6.25,28,54.901962,49.803921,30.196079,45.882355,23.529411,0,102,0,55,15,441.5,324.700012,13.691,24.705883,0,8271,0,255,0,0,0,0
1461,716,839.75,0,17.254902,26.274509,86,0,-6.25,28,54.901962,49.803921,30.196079,45.882355,23.529411,0,102,0,55,15,441.5,324.700012,13.691,24.705883,0,8271,0,255,0,0,0,0
1462,716,839.75,0,17.254902,26.274509,86,0,-6.25,28,55.686275,49.803921,30.196079,45.882355,23.529411,0,102,0,55,15,440.600006,324.299988,13.125,28.235294,0,8271,0,255,0,0,0,0
1463,716,839.75,0,17.254902,26.274509,86,0,-6.25,28,55.686275,49.803921,16.078432,31.764706,16.862745,0,102,0,55,15,440.600006,324.299988,13.125,28.235294,0,8272,0,255,0,1.11111111111111,0,0
1464,716,726.5,4,16.470589,39.215687,87,-1.5625,-3.125,36,55.686275,49.803921,16.078432,31.764706,16.862745,0,102,0,55,10,440.600006,324.299988,13.125,28.235294,0,8272,0,255,0.606651202942235,0,138.217017343964,1.81689265744647
1465,718,726.5,4,16.470589,39.215687,87,-1.5625,-3.125,36,52.549019,49.803921,16.078432,31.764706,16.862745,0,102,0,55,10,440.600006,324.299988,13.125,59.607841,0,8272,0,255,0.606651202942235,0,138.217017343964,1.81689265744647
1466,718,726.5,4,16.470589,39.215687,87,-1.5625,-3.125,36,52.549019,52.549019,24.313726,40,20,0,102,3.137255,55,10,440.299988,323.799988,13.71,59.607841,0,8272,0,255,0.606651202942235,0,138.217017343964,1.81689265744647
1467,718,726.5,4,16.470589,35.686275,87,-1.5625,-3.125,36,52.549019,52.549019,24.313726,40,20,0,102,3.137255,55,10,440.299988,323.799988,13.71,59.607841,0,8272,0,255,0.606651202942235,1.38888888888889,3570.62442475137,46.936632149175
1468,720,1428.75,9,20,35.686275,87,-0.78125,-3.125,35,52.549019,52.549019,24.313726,40,20,0,102,3.137255,55,20,440.299988,323.799988,13.71,59.607841,0,8272,0,255,1.36496520662003,0,315.69851640625,2.11018080957458
1469,720,1428.75,9,20,35.686275,87,-0.78125,-3.125,35,54.117645,52.549019,24.313726,40,20,0,102,3.137255,55,20,440.700012,323.600006,13.71,65.882355,0,8272,0,255,1.36496520662003,0,315.69851640625,2.11018080957458
1470,720,1428.75,9,20,35.686275,87,-0.78125,-3.125,35,54.117645,49.019608,16.078432,31.764706,17.254902,0,102,0,55,20,440.700012,323.600006,13.71,65.882355,0,8272,0,255,1.36496520662003,0.555555555555555,3404.86518307292,22.7586789139782
1471,720,1335.75,11,20,19.215687,87,-1.5625,5.46875,20,54.117645,49.019608,16.078432,31.764706,17.254902,0,102,0,55,11,440.700012,323.600006,13.71,65.882355,0,8272,0,255,1.66829080809115,0,389.396477399477,2.78400625803107
1472,722,1335.75,11,16.470589,19.215687,87,-1.5625,5.46875,20,54.117645,49.019608,16.078432,31.764706,17.254902,0,102,0,54,11,440.700012,323.600006,13.71,65.882355,0,8272,0,255,1.66829080809115,0,389.396477399477,2.78400625803107
1473,722,1335.75,11,16.470589,19.215687,87,-1.5625,5.46875,20,53.725491,50.980392,16.078432,31.764706,17.254902,0,102,0.392157,54,11,441.200012,323.399994,13.671,50.588234,0,8272,0,255,1.66829080809115,0,389.396477399477,2.78400625803107
1474,722,1335.75,11,16.470589,19.215687,87,-1.5625,5.46875,20,53.725491,50.980392,22.352942,38.431374,18.82353,0,102,0.392157,54,11,441.200012,323.399994,13.671,50.588234,0,8272,0,255,1.66829080809115,0.555555555555556,4165.04462554763,29.7781592169042
1475,722,966.25,13,16.078432,24.705883,87,-1.5625,-6.25,24,53.725491,50.980392,22.352942,38.431374,18.82353,0,102,0.392157,54,11,441.200012,323.399994,13.671,50.588234,0,8272,0,255,1.97161640956226,0,465.220079467807,4.5980354555421
1476,724,966.25,13,16.078432,24.705883,87,-1.5625,-6.25,24,54.509804,50.980392,22.352942,38.431374,18.82353,0,102,0.392157,54,11,441.200012,323.399994,13.671,27.450981,0,8272,0,255,1.97161640956226,0,465.220079467807,4.5980354555421
1477,724,966.25,13,16.078432,24.705883,87,-1.5625,-6.25,24,54.509804,51.372547,22.352942,38.039215,18.431372,0,102,2.745098,54,11,441.299988,323.299988,13.71,27.450981,0,8272,0,255,1.97161640956226,0,465.220079467807,4.5980354555421
1478,724,966.25,13,16.078432,22.745098,87,-1.5625,-6.25,24,54.509804,51.372547,22.352942,38.039215,18.431372,0,102,2.745098,54,11,441.299988,323.299988,13.71,27.450981,0,8272,0,255,1.97161640956226,0,465.220079467807,4.5980354555421
1479,725,960,13,16.078432,22.745098,87,-1.5625,0,23,54.509804,51.372547,22.352942,38.039215,18.431372,0,102,2.745098,54,14,441.299988,323.299988,13.71,27.450981,0,8272,0,255,1.97161640956226,0,465.220079467807,4.62797058220579
1480,725,960,13,16.078432,22.745098,87,-1.5625,0,23,55.686275,51.372547,22.352942,38.039215,18.431372,0,102,2.745098,54,14,441.5,323,13.71,27.058823,0,8272,0,255,1.97161640956226,0,465.220079467807,4.62797058220579
1481,725,960,13,16.078432,22.745098,87,-1.5625,0,23,55.686275,47.450981,16.078432,31.764706,16.078432,0,102,0,54,14,441.5,323,13.671,27.058823,0,8272,0,255,1.97161640956226,-0.277777777777778,0,0
1482,725,776.5,12,16.078432,23.137255,87,-1.5625,-3.90625,25,55.686275,47.450981,16.078432,31.764706,16.078432,0,102,0,54,14,441.5,323,13.671,27.058823,0,8272,0,255,1.8199536088267,0,427.018418287037,5.2518041141548
1483,727,776.5,12,15.686275,23.137255,87,-1.5625,-3.90625,25,55.686275,47.450981,16.078432,31.764706,16.078432,0,102,0,55,7,441.5,323,13.671,27.058823,0,8272,0,255,1.8199536088267,0,427.018418287037,5.2518041141548
1484,727,776.5,12,15.686275,23.137255,87,-1.5625,-3.90625,25,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,7,441.200012,322.600006,13.71,25.882353,0,8272,0,255,1.8199536088267,0,427.018418287037,5.2518041141548
1485,727,776.5,12,15.686275,23.137255,87,-1.5625,-3.90625,25,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,7,441.200012,322.600006,13.71,25.882353,0,8272,0,255,1.8199536088267,-0.555555555555555,0,0
1486,727,763.25,10,15.686275,23.529411,88,-1.5625,-1.5625,25,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,5,441.200012,322.600006,13.71,25.882353,0,8272,0,255,1.51662800735559,0,352.305946780693,4.40815170881836
1487,729,763.25,10,15.686275,23.529411,88,-1.5625,-1.5625,25,60.392159,47.450981,16.078432,31.764706,16.078432,0,102,0,55,5,441.200012,322.600006,13.71,26.274509,0,8272,0,255,1.51662800735559,0,352.305946780693,4.40815170881836
1488,729,763.25,10,15.686275,23.529411,88,-1.5625,-1.5625,25,60.392159,51.764706,23.529411,39.215687,19.215687,0,102,3.137255,55,5,440.799988,322.100006,13.457,26.274509,0,8272,0,255,1.51662800735559,0,352.305946780693,4.40815170881836
1489,729,763.25,10,15.686275,23.529411,88,-1.5625,-1.5625,25,60.392159,51.764706,23.529411,39.215687,19.215687,0,102,3.137255,55,5,440.799988,322.100006,13.457,26.274509,0,8272,0,255,1.51662800735559,-0.277777777777778,0,0
1490,731,719.5,9,16.862745,46.666668,88,-2.34375,-5.46875,41,60.392159,51.764706,23.529411,39.215687,19.215687,0,102,3.137255,55,12,440.799988,322.100006,13.457,26.274509,0,8272,0,255,1.36496520662003,0,315.69851640625,4.19029997453744
1491,731,719.5,9,16.862745,46.666668,88,-2.34375,-5.46875,41,59.215687,51.764706,23.529411,39.215687,19.215687,0,102,3.137255,55,12,440.5,322.100006,13.457,49.803921,0,8272,0,255,1.36496520662003,0,315.69851640625,4.19029997453744
1492,731,719.5,9,16.862745,46.666668,88,-2.34375,-5.46875,41,59.215687,49.411766,20.784313,36.862743,17.647058,0,102,1.176471,55,12,440.5,321.899994,13.691,49.803921,0,8272,0,255,1.36496520662003,0,315.69851640625,4.19029997453744
1493,731,901.5,9,16.862745,32.156864,88,0,-2.34375,33,59.215687,49.411766,20.784313,36.862743,17.647058,0,102,1.176471,55,12,440.5,321.899994,13.691,49.803921,0,8272,0,255,1.36496520662003,0.833333333333333,4949.44851640625,52.4317618765166
1494,733,901.5,12,18.039215,32.156864,88,0,-2.34375,33,59.215687,49.411766,20.784313,36.862743,17.647058,0,102,1.176471,55,16,440.5,321.899994,13.691,49.803921,0,8272,0,255,1.8199536088267,0,427.018418287037,4.52360054868686
1495,733,901.5,12,18.039215,32.156864,88,0,-2.34375,33,56.862743,49.411766,20.784313,36.862743,17.647058,0,102,0,55,16,440.200012,321.399994,13.71,36.470589,0,8272,0,255,1.8199536088267,0,427.018418287037,4.52360054868686
1496,733,901.5,12,18.039215,32.156864,88,0,-2.34375,33,56.862743,47.843136,16.078432,31.764706,16.078432,0,102,0,55,16,440.200012,321.399994,13.71,36.470589,0,8272,0,255,1.8199536088267,0.555555555555556,4545.90730717593,48.1568660937661
1497,733,904.5,14,16.078432,21.960785,88,-1.5625,-0.78125,23,56.862743,47.843136,16.078432,31.764706,16.078432,0,102,0,55,10,440.200012,321.399994,13.71,36.470589,0,8272,0,255,2.12327921029782,0,504.049770966221,5.32191853258973
1498,734,904.5,14,16.078432,21.960785,88,-1.5625,-0.78125,23,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,55,10,440.200012,321.399994,13.71,25.882353,0,8272,0,255,2.12327921029782,0,504.049770966221,5.32191853258973
1499,734,904.5,14,16.078432,21.960785,88,-1.5625,-0.78125,23,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,10,439.700012,320.899994,13.671,25.882353,0,8272,0,255,2.12327921029782,0,504.049770966221,5.32191853258973
1500,734,904.5,14,16.078432,21.960785,88,-1.5625,-0.78125,23,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,10,439.700012,320.899994,13.671,25.882353,0,8272,0,255,2.12327921029782,-0.555555555555556,0,0
1501,736,814.75,12,16.078432,22.745098,88,-1.5625,-2.34375,24,54.117645,47.450981,16.078432,31.764706,16.078432,0,102,0,55,7,439.700012,320.899994,13.671,25.882353,0,8272,0,255,1.8199536088267,0,427.018418287037,5.00524810634085
1502,736,814.75,12,16.078432,22.745098,88,-1.5625,-2.34375,24,46.666668,47.450981,16.078432,31.764706,16.078432,0,102,0,55,7,439,320.899994,13.671,25.490196,0,8272,0,255,1.8199536088267,0,427.018418287037,5.00524810634085
1503,736,814.75,12,16.078432,22.745098,88,-1.5625,-2.34375,24,46.666668,47.450981,17.647058,34.117645,16.078432,0,102,0,55,7,439,320.299988,13.515,25.490196,0,8272,0,255,1.8199536088267,0,427.018418287037,5.00524810634085
1504,736,714,12,16.078432,41.568626,88,-1.5625,0.78125,45,46.666668,47.450981,17.647058,34.117645,16.078432,0,102,0,55,7,439,320.299988,13.515,25.490196,0,8272,0,255,1.8199536088267,-0.555555555555555,0,0
1505,738,714,10,18.431372,41.568626,88,-1.5625,0.78125,45,46.666668,47.450981,17.647058,34.117645,16.078432,0,102,0,55,5,439,320.299988,13.515,25.490196,0,8272,0,255,1.51662800735559,0,352.305946780693,4.71221539461571
1506,738,714,10,18.431372,41.568626,88,-1.5625,0.78125,45,52.549019,47.450981,17.647058,34.117645,16.078432,0,102,3.137255,55,5,438.700012,320,13.671,58.431374,0,8272,0,255,1.51662800735559,0,352.305946780693,4.71221539461571
1507,738,714,10,18.431372,41.568626,88,-1.5625,0.78125,45,52.549019,51.372547,21.960785,37.64706,17.647058,0,102,3.137255,55,5,438.700012,320,13.671,58.431374,0,8272,0,255,1.51662800735559,0.277777777777778,2068.5096504844,27.6670408433137
